timezone	current_offset	valid_from	new_offset	valid_until
Asia/Ust-Nera	11:00:00	2013-01-01T00:00:00+11:00:00	11:00:00	2014-01-01T00:00:00+11:00:00
Asia/Ust-Nera	11:00:00	2014-01-01T00:00:00+11:00:00	11:00:00	2014-10-26T02:00:00+10:00:00
Asia/Ust-Nera	10:00:00	2014-10-26T02:00:00+10:00:00	10:00:00	2015-01-07T00:00:00+10:00:00
Asia/Vladivostok	11:00:00	2013-01-01T00:00:00+11:00:00	11:00:00	2014-01-01T00:00:00+11:00:00
Asia/Vladivostok	11:00:00	2014-01-01T00:00:00+11:00:00	11:00:00	2014-10-26T02:00:00+10:00:00
Asia/Vladivostok	10:00:00	2014-10-26T02:00:00+10:00:00	10:00:00	2015-01-07T00:00:00+10:00:00
Asia/Yakutsk	10:00:00	2013-01-01T00:00:00+10:00:00	10:00:00	2014-01-01T00:00:00+10:00:00
Asia/Yakutsk	10:00:00	2014-01-01T00:00:00+10:00:00	10:00:00	2014-10-26T02:00:00+09:00:00
Asia/Yakutsk	09:00:00	2014-10-26T02:00:00+09:00:00	09:00:00	2015-01-07T00:00:00+09:00:00
Asia/Yekaterinburg	06:00:00	2013-01-01T00:00:00+06:00:00	06:00:00	2014-01-01T00:00:00+06:00:00
Asia/Yekaterinburg	06:00:00	2014-01-01T00:00:00+06:00:00	06:00:00	2014-10-26T02:00:00+06:00:00
Asia/Yekaterinburg	06:00:00	2014-10-26T02:00:00+06:00:00	05:00:00	2015-01-07T00:00:00+05:00:00
Brazil/East	-03:00:00	2013-10-19T23:59:59-03:00:00	-02:00:00	2014-10-18T23:59:59-03:00:00
Brazil/East	-03:00:00	2014-10-18T23:59:59-03:00:00	-02:00:00	2015-10-17T23:59:59-03:00:00
Brazil/East	-03:00:00	2015-10-17T23:59:59-03:00:00	-02:00:00	2016-10-15T23:59:59-03:00:00
Brazil/East	-03:00:00	2016-10-15T23:59:59-03:00:00	-02:00:00	2017-10-14T23:59:59-03:00:00
Brazil/East	-03:00:00	2017-10-14T23:59:59-03:00:00	-02:00:00	2018-11-03T23:59:59-03:00:00
Brazil/East	-03:00:00	2018-11-03T23:59:59-03:00:00	-02:00:00	2019-01-01T00:00:00-02:00:00
Brazil/East	-02:00:00	2019-01-01T00:00:00-02:00:00	-02:00:00	2019-02-17T00:00:00-02:00:00
Brazil/East	-02:00:00	2019-02-17T00:00:00-02:00:00	-03:00:00	2020-01-07T00:00:00-03:00:00
Canada/Yukon	-08:00:00	2013-03-10T02:00:00-08:00:00	-08:00:00	2013-11-03T02:00:00-07:00:00
Canada/Yukon	-07:00:00	2013-11-03T02:00:00-07:00:00	-07:00:00	2014-03-09T02:00:00-08:00:00
Canada/Yukon	-08:00:00	2014-03-09T02:00:00-08:00:00	-08:00:00	2014-11-02T02:00:00-07:00:00
Canada/Yukon	-07:00:00	2014-11-02T02:00:00-07:00:00	-07:00:00	2015-03-08T02:00:00-08:00:00
Canada/Yukon	-08:00:00	2015-03-08T02:00:00-08:00:00	-08:00:00	2015-11-01T02:00:00-07:00:00
Canada/Yukon	-07:00:00	2015-11-01T02:00:00-07:00:00	-07:00:00	2016-03-13T02:00:00-08:00:00
Canada/Yukon	-08:00:00	2016-03-13T02:00:00-08:00:00	-08:00:00	2016-11-06T02:00:00-07:00:00
Canada/Yukon	-07:00:00	2016-11-06T02:00:00-07:00:00	-07:00:00	2017-03-12T02:00:00-08:00:00
Canada/Yukon	-08:00:00	2017-03-12T02:00:00-08:00:00	-08:00:00	2017-11-05T02:00:00-07:00:00
Canada/Yukon	-07:00:00	2017-11-05T02:00:00-07:00:00	-07:00:00	2018-03-11T02:00:00-08:00:00
Canada/Yukon	-08:00:00	2018-03-11T02:00:00-08:00:00	-08:00:00	2018-11-04T02:00:00-07:00:00
Canada/Yukon	-07:00:00	2018-11-04T02:00:00-07:00:00	-07:00:00	2019-03-10T02:00:00-08:00:00
Canada/Yukon	-08:00:00	2019-03-10T02:00:00-08:00:00	-08:00:00	2019-11-03T02:00:00-07:00:00
Canada/Yukon	-07:00:00	2019-11-03T02:00:00-07:00:00	-07:00:00	2020-03-08T02:00:00-08:00:00
Canada/Yukon	-08:00:00	2020-03-08T02:00:00-08:00:00	-08:00:00	2021-03-14T02:00:00-07:00:00
Europe/Istanbul	02:00:00	2013-03-31T03:00:00+02:00:00	03:00:00	2013-10-27T04:00:00+03:00:00
Europe/Istanbul	03:00:00	2013-10-27T04:00:00+03:00:00	02:00:00	2014-03-31T03:00:00+02:00:00
Europe/Istanbul	02:00:00	2014-03-31T03:00:00+02:00:00	03:00:00	2014-10-26T04:00:00+03:00:00
Europe/Istanbul	03:00:00	2014-10-26T04:00:00+03:00:00	02:00:00	2015-03-29T03:00:00+02:00:00
Europe/Istanbul	02:00:00	2015-03-29T03:00:00+02:00:00	03:00:00	2015-11-08T04:00:00+03:00:00
Europe/Istanbul	03:00:00	2015-11-08T04:00:00+03:00:00	02:00:00	2016-01-01T00:00:00+02:00:00
Europe/Istanbul	02:00:00	2016-01-01T00:00:00+02:00:00	02:00:00	2016-03-27T03:00:00+02:00:00
Europe/Istanbul	02:00:00	2016-03-27T03:00:00+02:00:00	03:00:00	2017-01-06T00:00:00+03:00:00
Europe/Kaliningrad	03:00:00	2013-01-01T00:00:00+03:00:00	03:00:00	2014-01-01T00:00:00+03:00:00
Europe/Kaliningrad	03:00:00	2014-01-01T00:00:00+03:00:00	03:00:00	2014-10-26T02:00:00+03:00:00
Europe/Kaliningrad	03:00:00	2014-10-26T02:00:00+03:00:00	02:00:00	2015-01-07T00:00:00+02:00:00
Europe/Kirov	04:00:00	2013-01-01T00:00:00+04:00:00	04:00:00	2014-01-01T00:00:00+04:00:00
Europe/Kirov	04:00:00	2014-01-01T00:00:00+04:00:00	04:00:00	2014-10-26T02:00:00+04:00:00
Europe/Kirov	04:00:00	2014-10-26T02:00:00+04:00:00	03:00:00	2015-01-07T00:00:00+03:00:00
Europe/Moscow	04:00:00	2013-01-01T00:00:00+04:00:00	04:00:00	2014-01-01T00:00:00+04:00:00
Europe/Moscow	04:00:00	2014-01-01T00:00:00+04:00:00	04:00:00	2014-10-26T02:00:00+04:00:00
Europe/Moscow	04:00:00	2014-10-26T02:00:00+04:00:00	03:00:00	2015-01-07T00:00:00+03:00:00
Europe/Simferopol	04:00:00	2013-01-01T00:00:00+04:00:00	04:00:00	2014-01-01T00:00:00+04:00:00
Europe/Simferopol	04:00:00	2014-01-01T00:00:00+04:00:00	04:00:00	2014-10-26T02:00:00+04:00:00
Europe/Simferopol	04:00:00	2014-10-26T02:00:00+04:00:00	03:00:00	2015-01-07T00:00:00+03:00:00
Europe/Volgograd	04:00:00	2013-01-01T00:00:00+04:00:00	04:00:00	2014-01-01T00:00:00+04:00:00
Europe/Volgograd	04:00:00	2014-01-01T00:00:00+04:00:00	04:00:00	2014-10-26T02:00:00+04:00:00
Europe/Volgograd	04:00:00	2014-10-26T02:00:00+04:00:00	03:00:00	2015-01-07T00:00:00+03:00:00
Pacific/Fiji	13:00:00	2013-10-27T02:00:00+13:00:00	13:00:00	2014-11-02T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2014-11-02T02:00:00+13:00:00	13:00:00	2015-11-01T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2015-11-01T02:00:00+13:00:00	13:00:00	2016-11-06T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2016-11-06T02:00:00+13:00:00	13:00:00	2017-11-05T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2017-11-05T02:00:00+13:00:00	13:00:00	2018-11-04T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2018-11-04T02:00:00+13:00:00	13:00:00	2019-11-10T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2019-11-10T02:00:00+13:00:00	13:00:00	2020-12-20T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2020-12-20T02:00:00+13:00:00	13:00:00	2021-01-01T00:00:00+13:00:00
Pacific/Fiji	13:00:00	2021-01-01T00:00:00+13:00:00	13:00:00	2021-01-17T03:00:00+12:00:00
Pacific/Fiji	12:00:00	2021-01-17T03:00:00+12:00:00	12:00:00	2022-11-13T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2022-11-13T02:00:00+13:00:00	13:00:00	2023-11-12T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2023-11-12T02:00:00+13:00:00	13:00:00	2024-11-10T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2024-11-10T02:00:00+13:00:00	13:00:00	2025-11-09T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2025-11-09T02:00:00+13:00:00	13:00:00	2026-11-08T02:00:00+13:00:00
Pacific/Fiji	13:00:00	2026-11-08T02:00:00+13:00:00	13:00:00	2027-11-14T02:00:00+13:00:00
Pacific/Norfolk	11:30:00	2013-01-01T00:00:00+11:30:00	11:30:00	2014-01-01T00:00:00+11:30:00
Pacific/Norfolk	11:30:00	2014-01-01T00:00:00+11:30:00	11:30:00	2015-01-01T00:00:00+11:30:00
Pacific/Norfolk	11:30:00	2015-01-01T00:00:00+11:30:00	11:30:00	2015-10-04T02:00:00+11:00:00
Pacific/Norfolk	11:00:00	2015-10-04T02:00:00+11:00:00	11:00:00	2016-01-07T00:00:00+11:00:00
Turkey	02:00:00	2013-03-31T03:00:00+02:00:00	03:00:00	2013-10-27T04:00:00+03:00:00
Turkey	03:00:00	2013-10-27T04:00:00+03:00:00	02:00:00	2014-03-31T03:00:00+02:00:00
Turkey	02:00:00	2014-03-31T03:00:00+02:00:00	03:00:00	2014-10-26T04:00:00+03:00:00
Turkey	03:00:00	2014-10-26T04:00:00+03:00:00	02:00:00	2015-03-29T03:00:00+02:00:00
Turkey	02:00:00	2015-03-29T03:00:00+02:00:00	03:00:00	2015-11-08T04:00:00+03:00:00
Turkey	03:00:00	2015-11-08T04:00:00+03:00:00	02:00:00	2016-01-01T00:00:00+02:00:00
Turkey	02:00:00	2016-01-01T00:00:00+02:00:00	02:00:00	2016-03-27T03:00:00+02:00:00
Turkey	02:00:00	2016-03-27T03:00:00+02:00:00	03:00:00	2017-01-06T00:00:00+03:00:00
W-SU	04:00:00	2013-01-01T00:00:00+04:00:00	04:00:00	2014-01-01T00:00:00+04:00:00
W-SU	04:00:00	2014-01-01T00:00:00+04:00:00	04:00:00	2014-10-26T02:00:00+04:00:00
W-SU	04:00:00	2014-10-26T02:00:00+04:00:00	03:00:00	2015-01-07T00:00:00+03:00:00
